,Date,Open,High,Low,Close,Adj Close,Volume
2665,2020-08-05,508.679993,510.100006,501.200012,502.109985,502.109985,4308200
2666,2020-08-06,504.109985,510.820007,498.700012,509.079987,509.079987,3725900
2667,2020-08-07,505.450012,508.290009,486.679993,494.730011,494.730011,5910300
2668,2020-08-10,493.350006,497.459991,478.630005,483.380005,483.380005,4691200
2669,2020-08-11,479.75,480.920013,466.549988,466.929993,466.929993,7329200
2670,2020-08-12,471.339996,482.48999,470.179993,475.470001,475.470001,5439200
2671,2020-08-13,478.399994,484.450012,476.450012,481.329987,481.329987,3008900
2672,2020-08-14,482.820007,488.329987,480.209991,482.679993,482.679993,2943500
2673,2020-08-17,484.190002,486.23999,479.100006,482.350006,482.350006,2423500
2674,2020-08-18,484.350006,495.299988,482.799988,491.869995,491.869995,3505500
2675,2020-08-19,493.929993,494.5,483.5,484.529999,484.529999,3156200
2676,2020-08-20,484.690002,498.940002,483.890015,497.899994,497.899994,5132500
2677,2020-08-21,496.459991,498.130005,490.0,492.309998,492.309998,3921300
2678,2020-08-24,495.440002,501.0,483.160004,488.809998,488.809998,4762200
2679,2020-08-25,488.190002,492.470001,485.089996,490.579987,490.579987,5727700
2680,2020-08-26,492.5,549.039978,492.079987,547.530029,547.530029,20373700
2681,2020-08-27,537.780029,541.0,521.25,526.27002,526.27002,9062900
2682,2020-08-28,532.0,539.0,522.0,523.890015,523.890015,4417500
2683,2020-08-31,521.159973,531.98999,517.580017,529.559998,529.559998,4941400
2684,2020-09-01,532.599976,557.390015,532.450012,556.549988,556.549988,9572700
2685,2020-09-02,553.780029,556.5,537.369995,552.840027,552.840027,5886900
2686,2020-09-03,545.0,554.0,521.320007,525.75,525.75,9071100
2687,2020-09-04,520.179993,527.359985,485.980011,516.049988,516.049988,8270100
2688,2020-09-08,498.399994,522.0,495.0,507.019989,507.019989,5572700
2689,2020-09-09,519.210022,520.0,492.570007,500.190002,500.190002,6848100
2690,2020-09-10,503.350006,506.290009,478.839996,480.670013,480.670013,6240200
2691,2020-09-11,486.48999,493.730011,476.809998,482.029999,482.029999,5035200
2692,2020-09-14,480.619995,488.98999,471.299988,476.26001,476.26001,7359100
2693,2020-09-15,484.0,497.470001,481.630005,495.98999,495.98999,5337000
2694,2020-09-16,499.98999,504.660004,483.309998,483.859985,483.859985,4394900
2695,2020-09-17,475.160004,478.399994,463.269989,470.200012,470.200012,5379300
2696,2020-09-18,472.51001,479.399994,458.600006,469.959991,469.959991,6717700
2697,2020-09-21,467.690002,487.779999,466.320007,487.350006,487.350006,5457500
2698,2020-09-22,489.01001,491.820007,479.26001,491.170013,491.170013,3482300
2699,2020-09-23,491.040009,491.040009,469.0,470.609985,470.609985,3726400
2700,2020-09-24,470.529999,477.0,467.820007,473.079987,473.079987,3727200
2701,2020-09-25,474.390015,484.869995,468.029999,482.880005,482.880005,3769400
2702,2020-09-28,489.109985,492.0,477.880005,490.649994,490.649994,4773500
2703,2020-09-29,489.5,496.290009,486.529999,493.480011,493.480011,3541500
2704,2020-09-30,492.570007,504.630005,489.269989,500.029999,500.029999,4634100
2705,2020-10-01,506.029999,529.549988,503.600006,527.51001,527.51001,8153700
2706,2020-10-02,516.429993,526.369995,502.700012,503.059998,503.059998,6071200
2707,2020-10-05,506.799988,520.98999,501.700012,520.650024,520.650024,4088100
2708,2020-10-06,518.719971,521.820007,504.160004,505.869995,505.869995,4199000
2709,2020-10-07,518.0,536.48999,515.820007,534.659973,534.659973,7988700
2710,2020-10-08,533.47998,535.0,524.150024,531.789978,531.789978,5386500
2711,2020-10-09,537.830017,544.280029,535.0,539.440002,539.440002,4781300
2712,2020-10-12,548.809998,551.809998,538.23999,539.809998,539.809998,5391100
2713,2020-10-13,540.559998,557.650024,537.200012,554.090027,554.090027,5602500
2714,2020-10-14,562.609985,572.48999,541.0,541.450012,541.450012,9499000
2715,2020-10-15,545.52002,551.219971,535.099976,541.940002,541.940002,5113100
2716,2020-10-16,549.5,554.330017,530.030029,530.789978,530.789978,6347400
2717,2020-10-19,537.070007,541.799988,525.380005,530.719971,530.719971,7567500
2718,2020-10-20,528.140015,533.780029,522.26001,525.419983,525.419983,10047200
2719,2020-10-21,501.029999,506.850006,488.25,489.049988,489.049988,17405700
2720,2020-10-22,494.690002,495.140015,482.0,485.230011,485.230011,6997900
2721,2020-10-23,488.109985,490.059998,481.350006,488.279999,488.279999,4927900
2722,2020-10-26,487.029999,496.820007,478.899994,488.23999,488.23999,6186100
2723,2020-10-27,490.01001,490.48999,482.929993,488.929993,488.929993,3627200
2724,2020-10-28,486.359985,494.0,483.279999,486.23999,486.23999,5992700
2725,2020-10-29,488.5,513.900024,479.339996,504.209991,504.209991,11120700
2726,2020-10-30,502.01001,505.880005,472.209991,475.73999,475.73999,7807900
2727,2020-11-02,478.869995,486.299988,475.0,484.119995,484.119995,4408200
2728,2020-11-03,484.929993,495.309998,478.76001,487.220001,487.220001,3690200
2729,2020-11-04,495.359985,507.730011,493.980011,496.950012,496.950012,5137300
2730,2020-11-05,506.559998,518.72998,503.450012,513.76001,513.76001,5372800
2731,2020-11-06,515.0,515.210022,502.51001,514.72998,514.72998,4236300
2732,2020-11-09,485.540009,495.850006,467.26001,470.5,470.5,10419700
2733,2020-11-10,470.950012,484.600006,463.410004,480.23999,480.23999,8306100
2734,2020-11-11,483.0,491.679993,478.26001,490.76001,490.76001,5460500
2735,2020-11-12,491.0,496.519989,480.429993,486.769989,486.769989,5063700
2736,2020-11-13,486.769989,488.940002,477.799988,482.839996,482.839996,3002700
2737,2020-11-16,480.0,485.579987,477.299988,479.100006,479.100006,3953600
2738,2020-11-17,480.119995,487.51001,478.850006,480.630005,480.630005,3698100
2739,2020-11-18,481.950012,488.609985,477.720001,481.790009,481.790009,3629200
2740,2020-11-19,482.0,487.799988,480.470001,484.670013,484.670013,2254700
2741,2020-11-20,485.220001,494.76001,481.570007,488.23999,488.23999,4253400
2742,2020-11-23,490.459991,491.149994,475.839996,476.619995,476.619995,5416600
2743,2020-11-24,478.839996,484.049988,475.890015,482.880005,482.880005,3550500
2744,2020-11-25,485.130005,486.899994,478.920013,485.0,485.0,3598600
2745,2020-11-27,486.579987,493.25,481.850006,491.359985,491.359985,2805800
2746,2020-11-30,490.079987,492.549988,481.269989,490.700012,490.700012,3530900
2747,2020-12-01,492.339996,509.470001,491.980011,504.579987,504.579987,5052700
2748,2020-12-02,501.619995,506.799988,493.5,503.380005,503.380005,3028400
2749,2020-12-03,502.98999,508.769989,496.040009,497.519989,497.519989,2826100
2750,2020-12-04,497.5,504.5,493.640015,498.309998,498.309998,3666200
2751,2020-12-07,500.01001,517.76001,497.769989,515.780029,515.780029,4289300
2752,2020-12-08,517.900024,521.48999,505.549988,512.659973,512.659973,4229000
2753,2020-12-09,510.529999,514.5,491.290009,493.600006,493.600006,4178800
2754,2020-12-10,494.559998,503.769989,492.910004,501.089996,501.089996,3018200
2755,2020-12-11,495.0,503.339996,494.850006,503.220001,503.220001,3210900
2756,2020-12-14,505.440002,524.159973,501.179993,522.419983,522.419983,5770400
2757,2020-12-15,518.5,524.700012,513.559998,519.780029,519.780029,3394900
2758,2020-12-16,520.109985,527.380005,517.690002,524.830017,524.830017,3682400
2759,2020-12-17,529.0,535.48999,526.440002,532.900024,532.900024,3193400
2760,2020-12-18,533.200012,536.369995,526.02002,534.450012,534.450012,4502700
2761,2020-12-21,530.049988,532.619995,521.150024,528.909973,528.909973,3894000
2762,2020-12-22,527.690002,530.400024,520.5,527.330017,527.330017,1906600
2763,2020-12-23,524.76001,526.320007,514.200012,514.47998,514.47998,2393200
2764,2020-12-24,515.119995,519.349976,512.210022,513.969971,513.969971,1144000
2765,2020-12-28,516.429993,523.659973,507.130005,519.119995,519.119995,2891900
2766,2020-12-29,519.900024,536.549988,515.47998,530.869995,530.869995,4022400
2767,2020-12-30,530.130005,533.26001,523.690002,524.590027,524.590027,1876300
2768,2020-12-31,525.530029,545.5,523.150024,540.72998,540.72998,5392300
2769,2021-01-04,539.0,540.799988,515.090027,522.859985,522.859985,4444400
2770,2021-01-05,521.549988,526.780029,515.890015,520.799988,520.799988,3133900
2771,2021-01-06,511.970001,513.099976,499.5,500.48999,500.48999,5346200
2772,2021-01-07,508.279999,516.440002,506.420013,508.890015,508.890015,3686400
2773,2021-01-08,511.309998,513.23999,504.51001,510.399994,510.399994,2973900
2774,2021-01-11,507.839996,510.730011,497.950012,499.100006,499.100006,3806200
2775,2021-01-12,500.0,501.089996,485.670013,494.25,494.25,5990400
2776,2021-01-13,495.5,512.349976,493.01001,507.790009,507.790009,5032100
2777,2021-01-14,507.350006,514.5,499.579987,500.859985,500.859985,4177400
2778,2021-01-15,500.0,506.320007,495.100006,497.980011,497.980011,5895800
2779,2021-01-19,501.0,509.25,493.540009,501.769989,501.769989,12315800
2780,2021-01-20,565.419983,593.289978,556.859985,586.340027,586.340027,32637500
2781,2021-01-21,582.450012,588.75,570.400024,579.840027,579.840027,11802100
2782,2021-01-22,582.099976,583.98999,564.349976,565.169983,565.169983,7550800
2783,2021-01-25,567.0,569.75,548.650024,556.780029,556.780029,7207300
2784,2021-01-26,554.72998,567.98999,554.059998,561.929993,561.929993,5023800
2785,2021-01-27,550.710022,556.419983,515.72998,523.280029,523.280029,8670300
2786,2021-01-28,535.880005,553.150024,530.73999,538.599976,538.599976,5969000
2787,2021-01-29,538.0,541.0,530.179993,532.390015,532.390015,4325300
2788,2021-02-01,536.789978,545.059998,531.72998,539.039978,539.039978,3547500
2789,2021-02-02,542.01001,555.47998,538.929993,548.159973,548.159973,3767600
2790,2021-02-03,550.169983,550.47998,538.23999,539.450012,539.450012,3172300
2791,2021-02-04,539.809998,559.47998,537.51001,552.159973,552.159973,5164500
2792,2021-02-05,552.26001,554.440002,545.47998,550.789978,550.789978,2376200
2793,2021-02-08,555.0,555.0,543.700012,547.919983,547.919983,2791700
2794,2021-02-09,546.0,566.0,543.0,559.070007,559.070007,3703500
2795,2021-02-10,562.5,566.650024,553.460022,563.590027,563.590027,3991300
2796,2021-02-11,564.440002,565.929993,554.219971,557.590027,557.590027,2730600
2797,2021-02-12,556.940002,561.25,550.849976,556.52002,556.52002,2197100
2798,2021-02-16,557.289978,563.630005,552.72998,557.280029,557.280029,2624100
2799,2021-02-17,550.98999,555.25,543.030029,551.340027,551.340027,2069600
2800,2021-02-18,549.0,550.0,538.22998,548.219971,548.219971,2456200
2801,2021-02-19,548.0,548.98999,538.809998,540.219971,540.219971,2841500
2802,2021-02-22,534.98999,541.789978,530.789978,533.780029,533.780029,3078600
2803,2021-02-23,525.0,548.539978,518.280029,546.150024,546.150024,4136500
2804,2021-02-24,539.799988,556.849976,539.070007,553.409973,553.409973,3245000
2805,2021-02-25,550.27002,556.47998,535.75,546.700012,546.700012,4252900
2806,2021-02-26,546.51001,553.090027,538.0,538.849976,538.849976,3755600
2807,2021-03-01,545.570007,552.140015,542.0,550.640015,550.640015,3041400
2808,2021-03-02,553.340027,556.98999,546.02002,547.820007,547.820007,3042200
2809,2021-03-03,545.929993,548.01001,517.809998,520.700012,520.700012,5362400
2810,2021-03-04,521.5,531.5,507.679993,511.290009,511.290009,5034800
2811,2021-03-05,511.980011,517.76001,498.790009,516.390015,516.390015,5070000
2812,2021-03-08,514.460022,518.840027,492.850006,493.329987,493.329987,3981800
2813,2021-03-09,507.309998,513.109985,503.820007,506.440002,506.440002,3470000
2814,2021-03-10,513.5,518.969971,504.25,504.540009,504.540009,3771500
2815,2021-03-11,512.200012,530.23999,510.709991,523.059998,523.059998,4714500
2816,2021-03-12,512.5,526.51001,506.589996,518.02002,518.02002,3981700
2817,2021-03-15,516.320007,520.72998,508.029999,520.25,520.25,3484300
2818,2021-03-16,524.469971,533.419983,523.210022,524.030029,524.030029,3238900
2819,2021-03-17,522.0,528.369995,514.299988,524.440002,524.440002,2817400
2820,2021-03-18,516.400024,517.900024,503.850006,504.790009,504.790009,4094500
2821,2021-03-19,504.959991,513.190002,501.630005,512.179993,512.179993,4386400
2822,2021-03-22,509.130005,529.309998,509.130005,523.109985,523.109985,3360600
2823,2021-03-23,529.869995,543.119995,529.400024,535.090027,535.090027,5583500
2824,2021-03-24,533.780029,534.419983,520.0,520.809998,520.809998,4102200
2825,2021-03-25,516.98999,518.530029,497.0,502.859985,502.859985,4926800
2826,2021-03-26,502.820007,508.720001,496.679993,508.049988,508.049988,3467800
2827,2021-03-29,505.660004,518.0,504.399994,513.950012,513.950012,3330000
2828,2021-03-30,510.51001,514.409973,506.910004,513.390015,513.390015,2418100
2829,2021-03-31,515.669983,528.130005,515.440002,521.659973,521.659973,3503100
2830,2021-04-01,529.929993,540.5,527.030029,539.419983,539.419983,3938600
2831,2021-04-05,540.01001,542.849976,529.22998,540.669983,540.669983,3355900
2832,2021-04-06,544.809998,554.169983,543.299988,544.530029,544.530029,3474200
2833,2021-04-07,543.5,549.640015,541.450012,546.98999,546.98999,2151300
2834,2021-04-08,551.130005,556.900024,547.570007,554.580017,554.580017,4309800
2835,2021-04-09,552.690002,556.900024,547.109985,555.309998,555.309998,2894000
2836,2021-04-12,551.049988,557.97998,549.580017,552.780029,552.780029,2944100
2837,2021-04-13,557.0,559.75,550.299988,553.72998,553.72998,2720300
2838,2021-04-14,554.869995,554.869995,538.530029,540.02002,540.02002,3740300
2839,2021-04-15,544.169983,553.48999,542.659973,549.219971,549.219971,3139100
2840,2021-04-16,550.539978,551.97998,539.51001,546.539978,546.539978,3209100
2841,2021-04-19,546.900024,556.440002,545.530029,554.440002,554.440002,4288700
2842,2021-04-20,554.419983,563.559998,546.299988,549.570007,549.570007,11257600
2843,2021-04-21,508.0,515.460022,503.600006,508.899994,508.899994,22897400
2844,2021-04-22,513.820007,513.960022,500.549988,508.779999,508.779999,9061100
2845,2021-04-23,509.01001,509.700012,500.700012,505.549988,505.549988,7307700
2846,2021-04-26,506.76001,510.480011,503.0,510.299988,510.299988,4388800
2847,2021-04-27,512.619995,512.98999,504.579987,505.549988,505.549988,3761300
2848,2021-04-28,505.200012,508.399994,503.339996,506.519989,506.519989,3193000
2849,2021-04-29,507.600006,509.290009,499.0,509.0,509.0,5127800
2850,2021-04-30,505.0,514.549988,505.0,513.469971,513.469971,4413200
2851,2021-05-03,512.650024,518.950012,505.200012,509.109985,509.109985,4091900
2852,2021-05-04,510.779999,511.630005,496.790009,503.179993,503.179993,4349500
2853,2021-05-05,504.98999,507.779999,494.630005,496.079987,496.079987,3129400
2854,2021-05-06,495.98999,499.549988,491.369995,499.549988,499.549988,3783700
2855,2021-05-07,504.619995,508.549988,501.119995,503.839996,503.839996,3132800
2856,2021-05-10,502.0,503.149994,486.109985,486.690002,486.690002,5131600
2857,2021-05-11,479.75,497.98999,478.630005,495.079987,495.079987,4401000
2858,2021-05-12,486.829987,493.540009,482.700012,484.980011,484.980011,4121500
2859,2021-05-13,489.130005,490.779999,482.709991,486.660004,486.660004,2712500
2860,2021-05-14,487.859985,494.850006,486.589996,493.369995,493.369995,2882500
2861,2021-05-17,485.589996,492.709991,482.809998,488.940002,488.940002,2705200
2862,2021-05-18,488.399994,493.480011,486.190002,486.279999,486.279999,2350500
2863,2021-05-19,481.630005,488.570007,478.540009,487.700012,487.700012,3349900
2864,2021-05-20,489.549988,502.700012,488.980011,501.670013,501.670013,3721200
2865,2021-05-21,503.119995,505.399994,497.26001,497.890015,497.890015,3322900
2866,2021-05-24,501.049988,504.25,499.51001,502.899994,502.899994,2412600
2867,2021-05-25,506.0,506.369995,499.220001,501.339996,501.339996,2699500
2868,2021-05-26,502.339996,504.140015,500.5,502.359985,502.359985,2465300
2869,2021-05-27,501.799988,505.100006,498.540009,503.859985,503.859985,3253800
2870,2021-05-28,504.399994,511.76001,502.529999,502.809998,502.809998,2910300
2871,2021-06-01,504.01001,505.410004,497.73999,499.079987,499.079987,2482600
2872,2021-06-02,499.820007,503.220001,495.820007,499.23999,499.23999,2269000
2873,2021-06-03,495.190002,496.660004,487.25,489.429993,489.429993,3887400
2874,2021-06-04,492.0,501.859985,490.950012,494.73999,494.73999,3160500
2875,2021-06-07,492.920013,496.700012,490.549988,494.660004,494.660004,2791900
2876,2021-06-08,497.0,498.820007,489.369995,492.390015,492.390015,2374000
2877,2021-06-09,494.5,496.089996,484.649994,485.809998,485.809998,3055000
2878,2021-06-10,487.170013,490.209991,482.140015,487.269989,487.269989,4382900
2879,2021-06-11,490.0,491.410004,487.779999,488.769989,488.769989,3124000
2880,2021-06-14,489.679993,503.5,486.910004,499.890015,499.890015,4400200
2881,2021-06-15,501.230011,501.230011,490.399994,491.899994,491.899994,3104100
2882,2021-06-16,495.0,496.459991,486.279999,492.410004,492.410004,3533200
2883,2021-06-17,490.25,501.799988,490.149994,498.339996,498.339996,3198300
2884,2021-06-18,496.399994,504.48999,495.23999,500.769989,500.769989,5197600
2885,2021-06-21,501.640015,502.049988,492.279999,497.0,497.0,5277300
2886,2021-06-22,498.540009,513.549988,495.799988,508.820007,508.820007,5809300
2887,2021-06-23,508.480011,516.630005,508.200012,512.73999,512.73999,3944800
2888,2021-06-24,517.960022,520.960022,514.400024,518.059998,518.059998,3361200
2889,2021-06-25,528.840027,533.059998,525.0,527.070007,527.070007,5299100
2890,2021-06-28,528.119995,533.940002,524.559998,533.030029,533.030029,2820200
2891,2021-06-29,533.549988,536.130005,528.570007,533.5,533.5,2314600
2892,2021-06-30,534.059998,534.380005,526.820007,528.210022,528.210022,2773400
2893,2021-07-01,525.719971,537.039978,525.719971,533.539978,533.539978,2805400
2894,2021-07-02,535.5,538.539978,529.390015,533.97998,533.97998,1975500
2895,2021-07-06,533.0,542.859985,533.0,541.640015,541.640015,2775100
2896,2021-07-07,544.23999,544.640015,531.659973,535.960022,535.960022,2722500
2897,2021-07-08,530.929993,535.5,529.090027,530.76001,530.76001,3269000
2898,2021-07-09,531.0,538.26001,528.580017,535.97998,535.97998,2777200
2899,2021-07-12,540.299988,540.650024,532.919983,537.309998,537.309998,1780700
2900,2021-07-13,535.76001,545.330017,535.76001,540.679993,540.679993,2751600
2901,2021-07-14,541.01001,554.099976,541.01001,547.950012,547.950012,4659500
2902,2021-07-15,553.969971,557.539978,538.200012,542.950012,542.950012,5713900
2903,2021-07-16,541.809998,544.059998,527.049988,530.309998,530.309998,3442100
2904,2021-07-19,526.049988,534.909973,522.23999,532.280029,532.280029,3885800
2905,2021-07-20,526.070007,536.640015,520.299988,531.049988,531.049988,6930400
2906,2021-07-21,526.130005,530.98999,505.609985,513.630005,513.630005,11906800
2907,2021-07-22,510.209991,513.679993,507.0,511.769989,511.769989,4328100
2908,2021-07-23,512.159973,517.409973,504.660004,515.409973,515.409973,3820500
2909,2021-07-26,514.380005,521.130005,509.01001,516.48999,516.48999,2254500
2910,2021-07-27,518.080017,521.950012,512.049988,518.909973,518.909973,2759000
2911,2021-07-28,521.820007,524.469971,516.97998,519.299988,519.299988,2390500
2912,2021-07-29,519.960022,520.780029,513.789978,514.25,514.25,1736000
2913,2021-07-30,512.690002,519.789978,510.959991,517.570007,517.570007,2537100
2914,2021-08-02,519.0,519.849976,510.51001,515.150024,515.150024,2096600
2915,2021-08-03,514.390015,515.630005,505.369995,510.820007,510.820007,2579400
2916,2021-08-04,513.0,517.97998,510.369995,517.349976,517.349976,2039400
2917,2021-08-05,517.130005,525.409973,514.02002,524.890015,524.890015,2556700
2918,2021-08-06,524.0,526.840027,519.390015,520.549988,520.549988,1919800
2919,2021-08-09,521.150024,522.669983,517.98999,519.969971,519.969971,1367800
2920,2021-08-10,520.0,520.789978,512.969971,515.840027,515.840027,1960500
2921,2021-08-11,517.0,519.570007,509.769989,512.400024,512.400024,1673900
2922,2021-08-12,511.859985,513.0,507.200012,510.720001,510.720001,1685700
2923,2021-08-13,512.640015,521.440002,511.51001,515.919983,515.919983,2177700
2924,2021-08-16,515.23999,523.380005,512.299988,517.919983,517.919983,2032800
2925,2021-08-17,515.469971,520.789978,514.200012,518.909973,518.909973,2309800
2926,2021-08-18,520.0,526.380005,518.650024,521.869995,521.869995,2582000
2927,2021-08-19,522.73999,548.390015,521.869995,543.710022,543.710022,7497300
2928,2021-08-20,545.090027,551.390015,539.099976,546.880005,546.880005,3776400
2929,2021-08-23,545.97998,555.549988,543.73999,553.330017,553.330017,2602000
2930,2021-08-24,551.47998,555.309998,549.27002,553.409973,553.409973,2109500
2931,2021-08-25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600
2932,2021-08-26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500
2933,2021-08-27,551.599976,564.169983,549.25,558.919983,558.919983,3252600
2934,2021-08-30,557.25,567.159973,556.450012,566.179993,566.179993,2434800
2935,2021-08-31,566.119995,569.47998,561.609985,569.190002,569.190002,2431900
2936,2021-09-01,569.0,591.0,569.0,582.070007,582.070007,5626200
2937,2021-09-02,583.679993,598.76001,583.679993,588.549988,588.549988,6179900
2938,2021-09-03,585.799988,591.880005,583.140015,590.530029,590.530029,2681200
2939,2021-09-07,594.690002,613.849976,593.98999,606.710022,606.710022,5821400
2940,2021-09-08,603.840027,615.599976,595.710022,606.049988,606.049988,5424500
2941,2021-09-09,606.469971,609.440002,596.549988,597.539978,597.539978,2954200
2942,2021-09-10,598.159973,609.450012,593.669983,598.719971,598.719971,3950800
2943,2021-09-13,598.570007,598.570007,582.780029,589.289978,589.289978,3062900
2944,2021-09-14,584.890015,587.280029,575.559998,577.76001,577.76001,3457000
2945,2021-09-15,578.169983,584.619995,575.369995,582.869995,582.869995,2755600
2946,2021-09-16,584.299988,587.47998,577.719971,586.5,586.5,1832000
2947,2021-09-17,587.849976,590.280029,580.849976,589.349976,589.349976,4145100
2948,2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
2949,2021-09-21,578.309998,581.880005,569.369995,573.140015,573.140015,2250900
2950,2021-09-22,579.690002,595.650024,579.690002,590.650024,590.650024,4021800
2951,2021-09-23,590.789978,599.320007,589.130005,593.26001,593.26001,2526200
2952,2021-09-24,592.5,592.97998,583.640015,592.390015,592.390015,2126200
2953,2021-09-27,587.950012,593.580017,576.929993,592.640015,592.640015,2504700
2954,2021-09-28,589.0,599.539978,580.159973,583.849976,583.849976,4431100
2955,2021-09-29,589.01001,609.880005,588.01001,599.059998,599.059998,6221000
2956,2021-09-30,608.049988,619.0,608.049988,610.340027,610.340027,6612600
2957,2021-10-01,604.23999,614.98999,597.51001,613.150024,613.150024,4090800
2958,2021-10-04,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
2959,2021-10-05,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
2960,2021-10-06,628.179993,639.869995,626.359985,639.099976,639.099976,4580400
2961,2021-10-07,642.22998,646.840027,630.450012,631.849976,631.849976,3556900
2962,2021-10-08,634.169983,643.799988,630.859985,632.659973,632.659973,3272100
2963,2021-10-11,633.200012,639.419983,626.780029,627.039978,627.039978,2862500
2964,2021-10-12,633.02002,637.659973,621.98999,624.940002,624.940002,3227300
2965,2021-10-13,632.179993,632.179993,622.099976,629.76001,629.76001,2420300
2966,2021-10-14,632.22998,636.880005,626.789978,633.799988,633.799988,2671700
2967,2021-10-15,638.0,639.419983,625.159973,628.289978,628.289978,4116900
2968,2021-10-18,632.099976,638.409973,620.590027,637.969971,637.969971,4669100
2969,2021-10-19,636.969971,641.0,632.299988,639.0,639.0,7633100
2970,2021-10-20,625.570007,637.400024,617.150024,625.140015,625.140015,10622000
2971,2021-10-21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100
2972,2021-10-22,651.809998,665.460022,651.809998,664.780029,664.780029,6186000
2973,2021-10-25,663.73999,675.880005,657.070007,671.659973,671.659973,3833500
2974,2021-10-26,673.76001,676.48999,662.77002,668.52002,668.52002,2904800
2975,2021-10-27,669.0,671.409973,661.849976,662.919983,662.919983,2276900
2976,2021-10-28,670.950012,676.799988,668.030029,674.049988,674.049988,2859400
2977,2021-10-29,673.059998,690.969971,671.23999,690.309998,690.309998,3825300
2978,2021-11-01,689.059998,689.969971,676.539978,681.169983,681.169983,3110900
2979,2021-11-02,683.109985,687.679993,673.820007,677.719971,677.719971,3888600
2980,2021-11-03,677.27002,689.390015,677.27002,688.289978,688.289978,2334900
2981,2021-11-04,685.890015,685.940002,665.5,668.400024,668.400024,4865000
2982,2021-11-05,663.969971,665.640015,645.01001,645.719971,645.719971,5283500
2983,2021-11-08,650.289978,656.0,643.789978,651.450012,651.450012,2887500
2984,2021-11-09,653.700012,660.5,650.52002,655.98999,655.98999,2415600
2985,2021-11-10,653.01001,660.330017,642.109985,646.909973,646.909973,2405800
2986,2021-11-11,650.23999,665.820007,649.710022,657.580017,657.580017,2868300
2987,2021-11-12,660.01001,683.340027,653.820007,682.609985,682.609985,4198400
2988,2021-11-15,681.23999,685.26001,671.48999,679.330017,679.330017,2872200
2989,2021-11-16,678.27002,688.359985,676.900024,687.400024,687.400024,2077400
2990,2021-11-17,690.0,700.98999,686.090027,691.690002,691.690002,2732800
2991,2021-11-18,691.609985,691.73999,679.73999,682.02002,682.02002,2012900
2992,2021-11-19,692.349976,694.159973,675.0,678.799988,678.799988,2613700
2993,2021-11-22,676.02002,679.47998,656.469971,659.200012,659.200012,2764400
2994,2021-11-23,658.179993,666.429993,646.049988,654.059998,654.059998,2320200
2995,2021-11-24,658.01001,661.440002,651.099976,658.289978,658.289978,1867300
2996,2021-11-26,675.0,676.409973,660.669983,665.640015,665.640015,2872500
2997,2021-11-29,663.200012,667.98999,658.289978,663.840027,663.840027,2529400
2998,2021-11-30,668.200012,675.380005,640.01001,641.900024,641.900024,5608900
2999,2021-12-01,649.47998,654.52002,617.070007,617.77002,617.77002,3882800
3000,2021-12-02,617.099976,625.359985,612.880005,616.469971,616.469971,3331100
3001,2021-12-03,622.75,625.5,594.0,602.130005,602.130005,4829300
3002,2021-12-06,606.01001,617.289978,601.0,612.690002,612.690002,3075700
3003,2021-12-07,619.830017,628.890015,611.400024,625.580017,625.580017,3125200
3004,2021-12-08,630.0,632.460022,623.200012,628.080017,628.080017,2220300
3005,2021-12-09,627.580017,630.23999,610.440002,611.0,611.0,2376300
3006,2021-12-10,616.780029,617.73999,605.880005,611.659973,611.659973,2748800
3007,2021-12-13,612.0,612.640015,599.52002,604.559998,604.559998,2517900
3008,2021-12-14,598.710022,602.289978,588.130005,597.98999,597.98999,2984500
3009,2021-12-15,598.179993,605.690002,584.51001,605.039978,605.039978,2866200
3010,2021-12-16,597.090027,602.830017,588.0,591.059998,591.059998,3143200
3011,2021-12-17,591.609985,593.25,581.73999,586.72998,586.72998,4386900
3012,2021-12-20,586.429993,602.880005,584.26001,593.73999,593.73999,3358400
3013,2021-12-21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400
3014,2021-12-22,603.359985,614.820007,602.630005,614.23999,614.23999,2335700
3015,2021-12-23,616.400024,616.880005,607.570007,614.090027,614.090027,1621100
3016,2021-12-27,615.0,615.0,609.25,613.119995,613.119995,2061500
3017,2021-12-28,614.950012,618.409973,609.690002,610.710022,610.710022,1882800
3018,2021-12-29,610.710022,613.97998,604.679993,610.539978,610.539978,1287200
3019,2021-12-30,612.98999,620.609985,611.23999,612.090027,612.090027,1625100
3020,2021-12-31,610.01001,614.080017,602.049988,602.440002,602.440002,1995900
3021,2022-01-03,605.609985,609.98999,590.559998,597.369995,597.369995,3067500
3022,2022-01-04,599.909973,600.409973,581.599976,591.150024,591.150024,4393100
3023,2022-01-05,592.0,592.840027,566.880005,567.52002,567.52002,4148700
3024,2022-01-06,554.340027,563.359985,542.01001,553.289978,553.289978,5711800
3025,2022-01-07,549.460022,553.429993,538.219971,541.059998,541.059998,3382900
3026,2022-01-10,538.48999,543.690002,526.320007,539.849976,539.849976,4486100
